class_1,class_2,pval,rho,n
Quality Engineering,World Civilization II,0.094066011,-0.737864787,6
Quality Management,"Race, Gender, and Class",0.630368411,0.294627825,5
Quality Management,"Science, Technology, and Ethics",0.589001109,0.209232178,9
Quality Management,Scuba Diving,1,0,5
Quality Management,Small Business Management,0.087556625,0.600099198,9
Quality Management,Special Topics in Computer Science,0.262135213,0.737864787,4
Quality Management,Startup Launchpad,0,1,4
Quality Management,Strategic Management,0.051652574,0.494247308,16
Quality Management,Supply Chain Management,0.793990496,-0.076852829,14
Quality Management,Systems Analysis and Design,0.389146094,-0.327805034,9
Quality Management,Systems Development and Implementation,0.131041991,0.511161748,10
Quality Management,Technical Writing,0.137122592,0.312472181,24
Quality Management,The Legal Environment of Business,0.911863317,-0.02723832,19
Quality Management,Trigonometry and Analytic Geometry,0.642022812,-0.142642389,13
Quality Management,"Web Protocols, Technologies and Applications",0.104321468,-0.615444791,8
Quality Management,Windows Programming,0.127771075,0.444797044,13
Quality Management,World Civilization I,0.356550773,0.349502637,9
Quality Management,World Civilization II,0.686909501,-0.084806829,25
Quality Management,World Regional Geography,0.666666667,0.5,3
Race and Ethnicity in Film,World Civilization II,1,0,3
Race and Gender in American Film,Technical Writing,1,0,5
Race and Gender in American Film,"Web Protocols, Technologies and Applications",0.666666667,-0.5,3
Race and Gender in American Film,Windows Programming,1,0,4
Race and Gender in American Film,World Civilization II,0.043924953,0.888523317,5
"Race, Gender, and Class",Real-Time Embedded Systems Programming,0.267267311,0.209181219,30
"Race, Gender, and Class","Science, Technology, and Ethics",0.753085552,0.067755234,24
"Race, Gender, and Class",Scuba Diving,0,1,5
"Race, Gender, and Class",Small Business Management,0.333333333,-0.866025404,3
"Race, Gender, and Class",Software Engineering Project I,0.053004848,0.350796751,31
"Race, Gender, and Class",Software Engineering Project II,0.190304882,0.250318564,29
"Race, Gender, and Class",Software Maintenance and Reengineering,0.114798239,0.275492476,34
"Race, Gender, and Class",Software Quality,0.016045512,0.383190605,39
"Race, Gender, and Class",Statistical Methods with Applications,0.029800298,0.343890192,40
"Race, Gender, and Class",Strategic Management,0.458638599,-0.337831962,7
"Race, Gender, and Class",Supply Chain Management,0.619481613,-0.208944896,8
"Race, Gender, and Class",Systems Analysis and Design,0.979269408,0.008424657,12
"Race, Gender, and Class",Systems Development and Implementation,0.167410165,0.53968254,8
"Race, Gender, and Class",Technical Writing,0.024138512,0.380504713,35
"Race, Gender, and Class",The Legal Environment of Business,0.981777523,-0.00645762,15
"Race, Gender, and Class",The Psychology of Human Sexuality,0.936557966,-0.031167254,9
"Race, Gender, and Class",Trigonometry and Analytic Geometry,0.742465251,-0.092700979,15
"Race, Gender, and Class","Web Protocols, Technologies and Applications",0.914479834,0.030355249,15
"Race, Gender, and Class",Windows Programming,0.759194058,0.063163722,26
"Race, Gender, and Class",World Civilization I,0.912914889,-0.022089581,27
"Race, Gender, and Class",World Civilization II,0.502640033,0.098063409,49
"Race, Gender, and Class",World Literature I,0.666666667,-0.333333333,4
"Race, Gender, and Class",World Regional Geography,0.883648388,-0.057270266,9
Racquet Sports,Self Defense,0,1,3
Racquet Sports,Software Maintenance and Reengineering,0.315801794,0.258828966,17
Racquet Sports,Software Quality,0.854957791,0.044968179,19
Racquet Sports,Special Topics in Computer Science,0.095325255,0.527595307,11
Racquet Sports,Strategic Management,0.720971202,-0.166666667,7
Racquet Sports,Supply Chain Management,0.150200422,0.664211164,6
Racquet Sports,Survey of Cultural Geography,0.333333333,0.866025404,3
Racquet Sports,Technical Writing,0.991094372,-0.001928353,36
Racquet Sports,The Legal Environment of Business,0.149264064,0.442952222,12
Racquet Sports,"The Political Economy of Race, Gender and Ethnicity",1,0,7
Racquet Sports,The Psychology of Human Sexuality,0.141927448,0.674199862,6
Racquet Sports,Trigonometry and Analytic Geometry,0.352263784,-0.310781862,11
Racquet Sports,"Web Protocols, Technologies and Applications",0.422506725,0.208248282,17
Racquet Sports,Windows Programming,0.393899474,0.164470114,29
Racquet Sports,World Civilization I,0.125114481,0.345423312,21
Racquet Sports,World Civilization II,0.351063542,0.153429205,39
Racquet Sports,World Regional Geography,0.389762273,-0.353899164,8
Real Analysis,Senior Seminar,0.303358532,0.387100885,9
Real Analysis,Software Maintenance and Reengineering,0,1,3
Real Analysis,Software Quality,0,1,3
Real Analysis,Statistical Methods with Applications,0.002856008,0.861203048,9
Real Analysis,Statistics and Probability,0.030905835,0.852802865,6
Real Analysis,Theory of Numbers,0.222222222,0.777777778,4
Real Analysis,World Civilization II,0.542985317,0.280056017,7
Real-Time Embedded Systems Programming,"Science, Technology, and Ethics",0.001607281,0.302765006,106
Real-Time Embedded Systems Programming,Scuba Diving,1,0,12
Real-Time Embedded Systems Programming,Self Defense,0.666666667,0.333333333,4
Real-Time Embedded Systems Programming,Social Inequalities,0.656497738,0.143445172,12
Real-Time Embedded Systems Programming,Software Engineering Project I,5.62E-15,0.600400189,139
Real-Time Embedded Systems Programming,Software Engineering Project II,4.04E-08,0.446506653,138
Real-Time Embedded Systems Programming,Software Maintenance and Reengineering,2.09E-07,0.417734227,143
Real-Time Embedded Systems Programming,Software Quality,7.32E-08,0.431691247,143
Real-Time Embedded Systems Programming,Special Topics in Computer Science,0.666666667,-0.333333333,4
Real-Time Embedded Systems Programming,Statistical Methods with Applications,1.82E-14,0.594720839,137
Real-Time Embedded Systems Programming,Statistics and Probability,0.666666667,0.5,3
Real-Time Embedded Systems Programming,Survey of General Chemistry,0,1,3
Real-Time Embedded Systems Programming,Swimming,0.167500951,0.472884601,10
Real-Time Embedded Systems Programming,Systems Analysis and Design,1,0,3
Real-Time Embedded Systems Programming,Technical Writing,0.503190457,-0.226417613,11
Real-Time Embedded Systems Programming,"The Political Economy of Race, Gender and Ethnicity",0.562532287,0.085688369,48
Real-Time Embedded Systems Programming,The Psychology of Human Sexuality,0.362245481,0.526315789,5
Real-Time Embedded Systems Programming,Trigonometry and Analytic Geometry,0.767679363,0.070514224,20
Real-Time Embedded Systems Programming,Volleyball,0.675697035,0.113449501,16
Real-Time Embedded Systems Programming,Windows Programming,0.141022054,0.531306428,9
Real-Time Embedded Systems Programming,Women in Science and Engineering,0.710504569,0.173108936,7
Real-Time Embedded Systems Programming,World Civilization I,0.08375085,0.315571554,31
Real-Time Embedded Systems Programming,World Civilization II,0.010105215,0.266936085,92
Real-Time Embedded Systems Programming,World Literature I,0.666666667,-0.5,3
Real-Time Embedded Systems Programming,World Regional Geography,0.495025346,0.40824829,5
Real-Time Embedded Systems Programming,World Rhythm Rudiments,0.333333333,0.866025404,3
Regulatory Compliance Management,The Legal Environment of Business,0.333333333,0.866025404,3
Relaxation,Strategic Management,0.666666667,-0.333333333,4
Relaxation,Systems Analysis and Design,0.231906103,-0.519674637,7
Relaxation,Systems Development and Implementation,0.269412513,-0.53935989,6
Relaxation,Technical Writing,1,0,13
Relaxation,The Legal Environment of Business,0.645127719,-0.213896316,7
Relaxation,Windows Programming,0.889686486,0.044946657,12
Relaxation,World Civilization I,0.314617346,0.354663451,10
Remote Sensing of the Environment,Software Maintenance and Reengineering,1,0,3
Research Methods in Criminal Justice,"Women, Gender, and Justice",0.812140928,-0.148087219,5
Research Methods in Criminal Justice,World Civilization II,0.666666667,-0.5,3
Residential Planning and Design,Wood Technology,0.666666667,-0.5,3
Residential Planning and Design,World Civilization II,0,-1,3
Retailing,Technical Writing,0,1,4
Retailing,Windows Programming,1,0,4
Risk Management,Small Business Management,0.666666667,0.5,3
Risk Management,Special Topics,0,-1,3
Risk Management,Strategic Management,0.165287256,-0.646579087,6
Risk Management,Supply Chain Management,0,-1,3
Risk Management,Technical Writing,0.766917931,0.15666989,6
Risk Management,The Legal Environment of Business,0.230732252,0.576817904,6
Risk Management,Trigonometry and Analytic Geometry,0.76429774,-0.23570226,4
Risk Management,World Civilization II,0.498159511,0.405553553,5
Russia to 1856,"Science, Technology, and Ethics",0,1,3
Science Fiction,World Civilization I,0,1,3
"Science, Technology, and Ethics",Scuba Diving,0.455823039,0.167648296,22
"Science, Technology, and Ethics",Self Defense,0.455668946,-0.544331054,4
"Science, Technology, and Ethics",Signals and Systems,1,0,4
"Science, Technology, and Ethics",Small Business Management,0.570656465,0.344123601,5
"Science, Technology, and Ethics",Social Inequalities,0.091638475,0.508159737,12
"Science, Technology, and Ethics",Social Psychology,0.666666667,0.5,3
"Science, Technology, and Ethics",Software Engineering Project I,0.024704539,0.220188459,104
"Science, Technology, and Ethics",Software Engineering Project II,0.000466787,0.338665071,103
"Science, Technology, and Ethics",Software Maintenance and Reengineering,0.002598911,0.279496875,114
"Science, Technology, and Ethics",Software Quality,9.44E-07,0.435157769,117
"Science, Technology, and Ethics",Special Topics in Computer Science,0.177349746,0.398565794,13
"Science, Technology, and Ethics",Statistical Methods with Applications,0.000156579,0.34683302,114
"Science, Technology, and Ethics",Statistics and Probability,0.666666667,0.5,3
"Science, Technology, and Ethics",Strategic Management,0.225403331,0.774596669,4
"Science, Technology, and Ethics",Supply Chain Management,0.869597921,0.102597835,5
"Science, Technology, and Ethics",Survey of General Chemistry,0.166666667,0.833333333,4
"Science, Technology, and Ethics",Swimming,0.576131726,-0.25819889,7
"Science, Technology, and Ethics",Systems Analysis and Design,0.860060269,-0.068965517,9
"Science, Technology, and Ethics",Systems Development and Implementation,0.251769883,0.400233096,10
"Science, Technology, and Ethics",Technical Writing,0.034023528,0.331872318,41
"Science, Technology, and Ethics",The Legal Environment of Business,0.639203082,0.182059825,9
"Science, Technology, and Ethics","The Political Economy of Race, Gender and Ethnicity",0.005259301,0.385126919,51
"Science, Technology, and Ethics",Trigonometry and Analytic Geometry,0.003419193,0.543087829,27
"Science, Technology, and Ethics",Weather and Climate,0.666666667,-0.5,3
"Science, Technology, and Ethics","Web Protocols, Technologies and Applications",0.794156001,0.080344416,13
"Science, Technology, and Ethics",Weight Training,0.15046441,0.441786719,12
"Science, Technology, and Ethics",Windows Programming,0.388289139,0.172959076,27
"Science, Technology, and Ethics",Women in Science and Engineering,0.183503419,0.816496581,4
"Science, Technology, and Ethics",Work Measurement and Human Factors,0.666666667,0.5,3
"Science, Technology, and Ethics",World Civilization I,0.10550176,0.291500563,32
"Science, Technology, and Ethics",World Civilization II,0.023812605,0.221540911,104
"Science, Technology, and Ethics",World Regional Geography,0.053190035,0.747957592,7
Scuba Diving,Small Business Management,0.148220146,0.745355992,5
Scuba Diving,Social Media and Society,0.333333333,-0.866025404,3
Scuba Diving,Software Engineering Project I,0.679453948,-0.133366267,12
Scuba Diving,Software Engineering Project II,0.440521696,-0.246182982,12
Scuba Diving,Software Maintenance and Reengineering,0.221280176,0.349032774,14
Scuba Diving,Software Quality,0.347776421,0.260820265,15
Scuba Diving,Software: Flash Basic,0.057190958,0.942809042,4
Scuba Diving,Software: InDesign Basic,0.333333333,0.866025404,3
Scuba Diving,Special Topics,0.666666667,-0.5,3
Scuba Diving,Special Topics in Computer Science,0.171808598,-0.535045244,8
Scuba Diving,Statistical Methods with Applications,0.606617056,-0.157810692,13
Scuba Diving,Strategic Management,0.666666667,-0.333333333,4
Scuba Diving,Supply Chain Management,0.637618091,0.288675135,5
Scuba Diving,Systems Analysis and Design,0.638661284,-0.182349202,9
Scuba Diving,Systems Development and Implementation,1,0,8
Scuba Diving,Technical Writing,0.167502005,-0.321067956,20
Scuba Diving,The Legal Environment of Business,0.399161618,0.426401433,6
Scuba Diving,Trigonometry and Analytic Geometry,0.463859653,0.223054381,13
